Geneid,control_1,control_2,control_3,treated_1,treated_2,treated_3
Gm28055,0,0,0,0,0,0
Myo1b,2,3,2,3,4,1
Gm29453,0,0,0,0,0,0
Gm28323,0,0,0,0,0,0
Gm8419,0,0,0,0,0,0
ENSMUSG00002075355,0,0,0,0,0,0
Gm8420,0,0,0,0,0,0
Stat4,0,0,2,0,1,0
Gm28177,0,0,0,0,0,0
Gm3940,0,0,0,0,0,0
Gm31812,0,0,0,0,0,0
Stat1,27,17,20,22,40,20
Gm18301,0,0,0,0,0,0
Gls,213,214,199,184,197,167
Gm5975,0,0,0,0,0,0
Gm23460,0,0,0,0,0,0
Nab1,97,104,96,99,84,91
Gm5976,0,0,0,0,0,0
Rps27a-ps1,0,0,0,1,0,0
Gm53065,0,0,0,0,0,0
Gm28178,0,0,0,0,0,0
Gm5527,0,0,1,0,0,0
Nemp2,16,15,11,12,15,19
Gm37242,0,0,0,0,0,0
Mfsd6,11,7,6,13,8,7
Gm29670,0,0,0,0,0,0
Gm28650,0,0,0,0,0,0
Inpp1,8,21,14,16,20,18
Hibch,33,35,51,39,49,38
Gm16107,0,0,0,0,0,0
1700019D03Rik,0,0,0,0,0,0
Mstn,0,0,0,0,0,0
Gm24349,0,0,0,0,0,0
1700019A02Rik,0,0,0,0,0,0
Pms1,20,20,27,21,17,18
Gm28777,0,0,0,0,0,0
Ormdl1,25,26,20,23,29,34
Gm28778,0,0,0,0,0,0
Osgepl1,12,9,7,11,11,15
Gm28551,0,0,0,0,0,0
Gm18800,0,0,0,0,0,0
Asnsd1,15,21,24,18,20,17
Gm50478,0,0,0,0,0,0
Gm28779,0,0,0,0,0,0
Gm6799,0,0,0,0,0,0
Gm6801,0,0,0,0,0,0
Dnah7a,0,0,0,0,0,0
ENSMUSG00002076105,0,0,0,0,0,0
Stk17b,96,96,85,80,107,78
Gm37863,0,0,0,0,0,0
Hecw2,0,0,1,0,0,0
Mir7681,0,0,0,0,0,0
Gm24251,0,0,0,0,0,0
Gm37633,0,0,0,0,0,0
Gm25829,0,0,0,0,0,0
Ccdc150,1,0,0,1,0,0
Gtf3c3,45,55,51,55,61,39
Gm34066,0,0,0,0,0,0
Pgap1,0,0,0,0,0,0
Gm36955,0,0,0,0,0,0
Gm19637,0,0,0,0,0,0
Ankrd44,147,115,137,131,170,165
4930444A19Rik,0,0,0,0,0,0
Gm37370,0,0,0,0,0,0
ENSMUSG00002075552,0,0,0,0,0,0
A130048G24Rik,0,0,0,0,0,0
Sf3b1,728,687,719,665,708,653
E330011M16Rik,0,0,0,0,0,0
Coq10b,18,15,16,18,16,12
Gm17971,1,0,0,0,0,0
Hspd1,803,843,906,704,741,709
Hspe1,100,107,92,93,98,97
Gm5147,0,0,0,0,0,0
Gm16581,0,0,0,0,0,0
Mob4,70,63,55,71,58,50
Gm6822,0,0,0,0,0,0
Rftn2,2,1,2,3,4,2
Gm10561,0,0,0,0,0,0
Mars2,28,24,22,31,32,25
Boll,0,0,0,0,0,0
Gm8292,1,0,1,1,0,0
Btf3-ps17,0,0,0,0,0,0
Gm8531,0,0,0,0,0,0
Plcl1,0,0,0,0,0,0
Gm38056,0,0,0,0,0,0
Gm6644,1,0,0,0,0,0
Gm37382,0,0,0,0,0,0
9130227L01Rik,0,0,0,0,0,0
Gm36986,0,0,0,0,0,0
1700003I22Rik,0,0,0,0,0,0
Gm28900,0,0,0,0,0,0
Gm28240,0,0,0,0,0,0
Hsfy2,0,0,0,0,0,0
Satb2,13,12,8,7,12,9
9130024F11Rik,1,0,0,0,0,0
Gm4081,0,0,0,0,0,0
ENSMUSG00002075847,0,0,0,0,0,0
1700126A01Rik,0,0,0,0,0,0
BC055402,0,0,0,0,0,0
Gm5254,0,0,0,0,0,0
4930558J18Rik,0,3,2,4,1,1
1700066M21Rik,23,10,14,21,16,22
Tyw5,9,9,8,8,12,8
Maip1,12,12,17,18,14,17
Gm22371,0,0,0,0,0,0
U1,0,0,0,0,0,0
Gm8581,0,0,0,0,0,0
Gm37373,0,0,0,0,0,0
Gm17929,0,0,0,0,0,0
Spats2l,0,0,0,0,0,0
Gm17234,0,0,0,0,0,0
Kctd18,17,9,16,14,16,6
Sgo2a,78,75,78,77,81,74
Aox1,0,0,0,0,0,0
Aox3,0,0,0,0,0,0
Gm24548,0,0,0,0,0,0
Aox4,0,0,0,0,0,0
Gm15759,0,0,0,0,0,1
Aox2,1,2,1,0,0,3
Gm37607,0,1,1,1,2,1
Bzw1,513,514,500,528,507,501
Clk1,83,77,75,123,111,114
Ppil3,20,31,22,14,29,25
Nif3l1,24,33,24,21,23,22
Orc2,130,128,113,103,112,102
Gm23966,0,0,0,0,0,0
Gm15834,0,0,0,1,1,2
Fam126b,60,64,51,81,64,60
Ndufb3,50,44,62,57,52,37
Gm29389,0,0,0,0,0,0
Gm18802,0,0,0,0,0,0
Cbx3-ps7,2,1,0,2,1,0
Flacc1,0,0,1,0,0,2
Gm20257,1,2,2,3,0,2
Gm28803,0,0,0,0,0,0
Cflar,84,77,94,97,105,93
Gm3841,0,0,0,0,0,0
Casp8,139,105,127,99,127,122
Gm37760,2,0,0,2,3,1
Gm28802,0,0,0,0,0,0
Trak2,85,82,78,83,77,84
Stradb,9,8,9,3,9,14
C2cd6,0,0,0,0,0,0
ENSMUSG00000047383,0,0,0,0,0,0
Gm29018,0,0,0,0,0,0
Gm25502,0,0,0,0,0,0
Tmem237,2,2,6,2,6,3
G730003C15Rik,0,0,0,0,1,0
Mpp4,0,0,0,0,0,0
Gm29017,0,0,0,0,0,0
Gm19125,0,0,0,0,0,0
Als2,7,19,12,12,14,13
Cdk15,0,0,0,0,0,0
Gm29016,0,0,0,0,0,0
Gm37737,0,0,0,0,0,0
Fzd7,16,13,12,15,16,12
Gm26813,0,0,0,0,0,0
Gm973,0,0,0,0,0,0
Gm28411,0,0,0,0,0,0
1700122D07Rik,0,0,0,0,0,0
Sumo1,109,96,117,83,91,105
D430013B06Rik,1,0,1,1,0,0
Gm29596,0,0,0,1,0,0
Nop58,310,307,335,273,258,291
Snord70,0,0,0,0,0,0
Gm26293,0,0,0,0,0,0
Gm26287,0,0,0,0,0,0
Snord11,0,0,0,0,0,0
Bmpr2,36,34,40,46,28,22
Gm38125,0,0,0,0,0,0
Gm37977,0,0,0,0,0,0
Fam117b,63,65,72,71,59,65
Gm37531,0,0,1,0,0,0
Gm18829,0,0,0,0,0,0
Ica1l,1,3,3,1,0,0
Wdr12,136,133,147,109,107,108
Carf,23,10,11,13,10,12
Gm15464,3,3,3,1,1,2
Nbeal1,22,18,37,20,27,20
Gm29332,0,0,0,0,0,0
Cyp20a1,27,24,23,27,27,36
6030460B20Rik,0,0,0,0,0,0
Abi2,30,31,31,20,26,17
Raph1,67,70,78,73,73,72
Gm11575,0,0,0,0,0,1
Gm11576,0,0,0,0,0,0
Gm11578,0,0,0,0,0,0
Gm38388,0,0,0,0,0,0
ENSMUSG00002075076,0,0,0,0,0,0
Gm11577,0,0,0,0,0,0
Eif4a-ps4,20,18,19,15,15,11
Cd28,147,183,193,179,184,172
Gm11579,0,0,0,0,0,0
2310016D23Rik,0,0,0,0,0,0
Gm37198,0,1,0,0,1,0
Gm11609,0,0,0,0,0,0
Gm11581,0,0,0,1,1,0
Gm38137,1,1,0,2,1,1
Ctla4,2,0,1,0,0,1
Rpl18-ps1,0,0,0,0,0,0
Gm11582,0,0,0,0,0,0
Icos,0,1,0,0,0,3
Gm37039,0,0,0,0,0,0
Rpl17-ps1,0,0,0,0,0,0
Gm11590,0,0,0,0,0,0
Gm11591,0,0,0,0,0,0
Gm28083,0,0,0,0,0,0
Gm11587,0,0,0,0,0,0
9530026F06Rik,0,0,0,0,0,0
Gm11588,0,0,0,0,0,0
Gm28449,0,0,0,0,0,0
Gm36943,0,0,0,0,0,0
Gm28094,0,0,0,0,0,0
4930587A21Rik,0,0,0,0,0,0
Pard3b,0,0,0,0,0,0
Gm37205,0,0,0,0,0,0
Gm38012,0,0,0,0,0,0
Gm38278,0,0,0,0,0,0
Pard3bos1,0,0,0,0,0,0
Gm38075,0,0,0,0,0,0
Gm29640,0,0,0,0,0,0
Gm29641,0,0,0,0,0,0
Pard3bos2,0,0,0,0,0,0
Gm38351,0,0,0,0,0,0
Pard3bos3,0,0,0,0,0,0
Gm29084,0,0,0,0,0,0
Gm11600,0,0,0,0,0,0
Gm11599,1,0,0,0,0,1
Nrp2,52,54,49,52,60,63
Gm29083,0,0,0,0,0,0
Gm37121,0,0,0,0,0,0
Gm4208,0,0,0,0,0,0
Ino80d,230,204,247,202,245,256
Gm44468,0,0,0,0,0,0
Gm24942,0,0,0,0,0,0
Rps13-ps7,0,0,0,0,0,0
Rps27-ps1,0,0,0,0,0,0
Ino80dos,12,9,20,12,9,12
Gm20342,39,28,42,31,32,39
Ndufs1,124,124,111,111,109,110
ENSMUSG00002076280,0,0,0,0,0,0
Eef1b2,364,366,396,344,348,369
ENSMUSG00002076939,0,0,0,0,0,0
Gm26457,0,0,0,0,0,0
snoZ196,0,0,0,0,0,0
Snora41,1,3,1,0,0,1
Gpr1,0,0,0,0,0,0
ENSMUSG00002075004,0,0,0,0,0,0
Platr12,0,0,0,0,0,0
1700039I01Rik,0,0,0,0,0,0
Gm11608,0,0,0,0,0,0
ENSMUSG00002076057,0,0,0,0,0,0
Zdbf2,0,0,0,0,0,0
Gm23448,0,0,0,0,0,0
Gm11606,0,0,0,0,0,0
Gm11605,1,0,1,0,1,0
Adam23,0,0,0,0,0,0
Gm22281,0,0,0,0,0,0
Gm39653,0,0,0,0,0,0
Dytn,0,0,0,0,0,0
Gm12748,0,0,0,0,0,0
Mdh1b,0,0,0,0,0,0
Fastkd2,55,41,44,34,33,46
4933402D24Rik,0,0,0,0,0,0
Gm13751,0,0,0,0,0,0
Gm13754,0,0,0,0,0,0
Gm13749,0,0,0,0,0,0
Klf7,43,36,55,51,56,41
Mir6899,0,0,0,0,0,0
Gm13748,0,1,1,2,3,4
Gm13750,0,0,0,0,0,0
Gm28981,0,0,0,0,0,0
ENSMUSG00002076107,0,0,0,0,0,0
Gm28980,0,0,0,0,0,0
Creb1,192,176,179,184,224,175
Mettl21a,9,14,11,8,7,6
Gm28982,0,0,0,0,0,0
Gm29152,0,0,0,0,0,0
2810408I11Rik,2,3,5,2,2,2
Ccnyl1,5,4,8,13,7,9
Fzd5,1,2,1,6,2,1
Gm38058,0,0,0,0,0,0
Plekhm3,10,12,9,10,10,6
Rpl31-ps24,0,0,0,0,0,0
Rpl10a-ps1,12,8,17,2,10,9
Gm24788,0,0,0,0,0,0
Akr1cl,0,0,0,0,0,0
Gm8550,0,0,0,0,0,0
Cryge,0,0,0,0,0,0
Crygd,0,0,0,0,0,0
Crygc,0,0,0,0,0,0
Crygb,0,0,0,0,0,0
Gm7329,0,0,0,0,0,0
Cryga,0,0,0,0,0,0
Gm28845,0,0,0,0,0,0
D630023F18Rik,1,0,1,0,0,1
Idh1,126,175,146,139,146,148
Pikfyve,89,84,99,80,82,93
Pth2r,1,0,0,0,0,0
Gm28927,0,0,0,0,0,0
Gm28926,0,0,0,0,0,0
Gm28925,0,0,0,0,0,0
Gm28923,0,0,0,0,0,0
Gm28922,0,0,0,0,0,0
Gm28728,0,0,0,0,0,0
Gm5255,0,0,0,0,0,0
Gm8805,0,0,0,0,0,0
Crygf,0,0,0,0,0,0
Gm8809,0,0,0,0,0,0
Gm15659,0,0,0,0,0,0
Gm8812,0,0,0,0,0,0
Map2,0,0,0,0,0,0
Gm24729,0,0,0,0,0,0
Gm10558,0,0,0,0,0,0
Gm25411,0,0,0,0,0,0
Unc80,2,4,1,1,1,2
Gm37181,0,0,0,0,0,0
Rpe,136,132,140,127,140,125
Kansl1l,33,31,32,31,36,27
Gm37570,1,2,1,1,1,0
Gm38387,0,1,1,2,3,2
Gm38162,0,0,0,1,1,2
Gm15789,0,0,0,0,1,0
6820402A03Rik,1,0,1,0,1,1
Gm37285,3,2,2,7,3,4
Gm37755,0,0,0,0,0,0
Gm38218,0,0,0,0,0,0
Acadl,108,103,106,104,103,91
Gm15793,1,0,0,0,0,0
Gm27934,0,0,0,0,0,0
Gm25832,0,0,0,0,0,0
Myl1,0,0,0,0,0,0
Rpl31-ps14,0,0,0,0,0,0
Gm15826,0,0,0,0,0,0
Lancl1,7,12,7,12,11,15
Cps1,0,0,0,0,0,0
Gm15668,0,0,0,0,0,0
Gm26342,0,0,0,0,0,0
Kif22-ps,0,0,0,0,0,0
ENSMUSG00002076414,0,0,0,0,0,0
Gm15669,0,0,0,0,0,0
Gm37957,0,0,0,0,0,0
ENSMUSG00002074910,0,0,0,0,0,0
Gm15671,0,0,0,0,0,0
Erbb4,0,0,0,0,0,0
Gm37100,0,0,0,0,0,0
Gm15670,0,0,0,0,0,0
Gm25542,0,0,0,0,0,0
Gm19335,0,0,0,0,0,0
Gm37735,0,0,0,0,0,0
Gm37769,0,0,0,0,0,0
Gm37061,0,0,0,0,0,0
Gm16076,0,0,0,0,0,0
Gm8840,0,0,0,0,0,0
Pced1c-ps,0,0,0,0,0,0
Gm28497,0,0,0,0,0,0
Gm29113,0,0,0,0,0,0
Gm29114,0,0,0,0,0,0
Ikzf2,0,0,0,0,0,0
Gm29112,0,0,0,0,0,0
Gm28112,0,0,0,0,0,0
Gm37930,0,0,0,0,0,0
Spag16,0,0,0,0,0,0
Gm23879,0,0,0,0,0,0
Gm28580,0,0,0,0,0,0
Gm38272,0,0,0,0,0,0
Gm37456,0,0,0,0,0,0
Gm23422,0,0,0,0,0,0
Vwc2l,0,0,0,0,0,0
Bard1,36,56,43,43,36,43
Gm16236,0,0,0,1,0,0
Gm8870,0,0,0,0,0,0
Abca12,0,0,0,0,0,0
Gm6947,0,0,0,0,0,0
Atic,159,173,177,154,171,161
Fn1,7,2,3,10,6,11
Apol7d,0,0,0,0,0,0
Gm5829,0,0,0,0,0,0
Gm5256,0,0,0,0,0,0
Gm37217,0,0,0,0,0,0
Gm8883,0,0,0,0,0,0
Gm28818,0,0,0,0,0,0
4933417E11Rik,0,0,0,0,0,0
4930556G22Rik,0,0,0,0,0,0
Gm5528,0,0,0,0,0,0
Gm8885,0,1,0,0,0,0
Gm4319,0,0,0,0,0,0
Mreg,9,7,8,11,13,13
Gm25360,0,0,0,0,0,0
Gm23472,0,0,0,0,0,0
Gm24497,0,0,0,0,1,0
Gm25939,0,1,1,0,0,0
Pecr,7,9,3,4,1,3
Tmem169,0,0,0,0,0,0
Xrcc5,1,1,0,0,0,1
Marchf4,0,0,0,0,0,0
Gm15843,0,0,0,0,0,0
Smarcal1,15,32,27,35,26,36
Gm39662,0,0,0,0,0,0
Ankar,0,0,0,0,0,0
Gm18035,0,0,0,0,0,0
Gm45859,0,0,0,0,0,0
Rpl37a,217,201,184,199,230,252
Igfbp2,0,0,0,0,0,0
Igfbp5,0,0,0,0,0,0
1700027A15Rik,0,0,0,0,0,0
Tnp1,0,0,0,0,0,0
Gm38106,0,0,0,0,0,0
Gm29185,0,0,0,0,0,0
Gm29184,0,0,0,0,0,0
Pinc,0,0,0,0,0,0
ENSMUSG00002076669,0,0,0,0,0,0
D530049I02Rik,0,0,0,0,0,0
Gm9553,0,0,0,0,0,0
C530043A13Rik,0,0,0,0,0,0
Gm29186,0,0,0,0,0,0
6030407O03Rik,0,0,0,0,0,0
Gm29183,0,0,0,0,0,0
Mir6351,0,0,0,0,0,0
Tns1,1,1,2,2,1,1
Rufy4,0,0,0,0,0,0
Cxcr2,6,5,3,7,3,6
Cxcr1,0,0,0,0,0,0
Mir1928,0,0,0,0,0,0
Gm25524,0,0,0,0,0,0
Arpc2,497,485,469,447,455,471
Gpbar1,0,0,0,0,0,0
Aamp,67,73,52,53,67,80
Gm28364,0,0,0,0,0,0
Pnkd,5,4,6,6,0,0
Gm37503,0,0,0,0,0,0
Tmbim1,23,26,24,30,36,24
Gm29358,0,0,0,0,0,0
Gm37931,0,0,0,0,0,0
Catip,1,0,1,0,0,0
Slc11a1,3,1,6,2,1,1
Ctdsp1,47,51,57,62,71,70
Mir26b,0,0,0,0,0,0
Vil1,2,2,0,0,0,0
Usp37,85,83,71,81,71,75
Gm37733,0,0,0,0,0,0
Cnot9,97,102,107,103,124,118
Plcd4,0,0,0,0,0,0
Zfp142,14,17,16,16,18,20
ENSMUSG00002075545,0,0,0,0,0,0
Bcs1l,7,6,10,11,13,10
Rnf25,10,10,16,17,6,12
Stk36,0,0,0,0,0,0
Ttll4,70,78,78,74,77,61
Cyp27a1,0,0,0,0,0,0
Prkag3,0,0,0,0,0,0
ENSMUSG00002075611,0,0,0,0,0,0
Wnt6,0,0,0,0,0,0
Gm29539,0,0,0,0,0,0
Wnt10a,0,0,0,0,0,0
Gm16582,0,0,0,0,0,0
Cdk5r2,0,0,0,0,0,0
Fev,0,0,0,0,0,0
Cryba2,0,0,0,0,0,0
Mir375,0,0,0,0,0,0
Cfap65,0,0,0,0,0,0
Gm15841,0,0,0,0,0,0
Ihh,0,0,0,0,0,0
Gm37744,0,0,0,0,0,0
Nhej1,5,2,5,8,2,2
Slc23a3,0,0,0,1,1,0
Cnppd1,24,38,26,39,28,28
Retreg2,26,36,26,30,34,32
Zfand2b,5,3,9,6,5,6
Abcb6,0,2,3,1,0,0
Gm29253,0,0,0,0,0,0
Atg9a,18,21,20,29,19,37
Ankzf1,19,14,15,17,25,19
Glb1l,12,10,8,12,11,10
ENSMUSG00002076477,0,0,0,0,0,0
Stk16,61,76,79,97,72,63
Tuba4a,309,304,308,356,339,333
A630095N17Rik,0,0,0,0,0,0
Gm50472,0,0,0,0,0,0
Dnajb2,3,5,2,6,4,4
Ptprn,0,1,1,0,0,0
Gm28294,0,0,0,0,0,0
Resp18,0,0,0,0,0,0
Gm28902,0,0,0,0,0,0
Dnpep,17,9,11,19,10,17
Des,0,0,0,0,0,0
Gm15179,0,0,0,0,0,0
Speg,0,1,1,0,0,0
Gm15178,0,0,0,0,0,0
Gmppa,19,24,17,18,20,19
Asic4,0,0,0,0,0,0
Gm37264,0,0,0,0,0,0
Chpf,0,0,0,0,1,0
Obsl1,0,0,0,0,0,0
Tmem198,0,0,0,0,0,0
Inha,0,0,0,0,0,0
Gm15181,0,0,0,0,0,0
Stk11ip,27,25,21,20,17,15
Gm15183,0,0,0,0,0,0
Slc4a3,0,0,0,0,0,0
Gm15180,0,0,0,0,0,0
Gm15182,0,0,0,0,0,0
Gm5257,0,0,0,0,0,0
Gm29065,0,0,0,0,0,0
Gm29068,0,0,0,0,0,0
Gm29069,0,0,0,0,0,0
Gm17751,0,0,0,0,0,0
Mir6343,0,0,0,0,0,0
Gm816,0,0,0,0,0,0
Gm38265,0,0,0,0,0,0
Epha4,0,0,0,0,0,0
Mir6352,0,0,0,0,0,0
Gm28386,0,0,0,0,0,0
Gm28385,0,0,0,0,0,0
Gm26263,0,0,0,0,0,0
Gm28387,0,0,0,0,0,0
Pax3,0,0,0,0,0,0
Gm2102,0,0,0,0,0,0
Sgpp2,0,0,0,0,0,0
Gm28410,0,0,0,0,0,0
Gm37884,0,0,0,0,0,0
Farsb,136,131,135,121,101,129
Gm28995,0,0,0,0,0,0
4833412K13Rik,1,1,0,0,0,0
BC035947,0,0,0,0,0,0
Mogat1,0,0,0,0,0,0
5730419F03Rik,0,0,0,0,0,0
Gm29611,0,0,0,0,0,0
Acsl3,35,35,41,42,34,38
Utp14b,50,67,35,49,60,48
Gm6159,0,1,0,0,0,0
Gm29536,0,0,0,0,0,0
Kcne4,0,0,0,0,0,0
Gm29187,0,0,0,0,0,0
Gm5830,0,0,0,0,0,0
Scg2,0,0,0,0,0,0
Gm19027,0,0,0,0,0,0
Gm24160,0,0,0,0,0,0
Ap1s3,19,22,14,14,10,16
Gm37886,0,0,0,0,0,0
Wdfy1,52,61,72,56,64,65
Gm10555,0,0,0,0,0,1
Mrpl44,39,43,38,49,47,33
Serpine2,18,19,27,7,14,13
Gm5529,0,2,1,0,0,0
Gm28071,0,0,0,0,0,0
Gm28058,0,0,0,0,0,0
Gm23934,0,0,0,0,0,0
Gm38339,0,0,0,0,0,0
9830004L10Rik,0,0,0,0,0,0
Fam124b,0,0,0,0,0,0
2310015K22Rik,0,0,0,0,0,0
Gm37932,0,0,0,0,0,0
Cul3,277,260,312,256,261,257
Gm37902,2,0,0,0,0,0
Gm37262,0,1,0,0,0,1
Gm29125,0,0,0,0,0,0
Gm6189,0,0,0,0,0,0
1700016L21Rik,0,0,0,0,0,0
Gm45261,0,0,0,0,0,0
Dock10,282,293,312,283,315,269
Gm37645,2,0,0,0,0,1
Gm38062,0,0,0,0,0,0
A630081D01Rik,1,0,2,0,0,1
Gm29124,0,0,0,0,0,0
Gm28066,0,0,0,0,0,0
Nyap2,0,0,0,0,0,0
Gm37210,0,0,0,0,0,0
Gm6198,0,0,0,0,0,0
Gm5530,0,0,0,0,0,0
Gm7516,0,0,0,0,0,0
Gm37114,0,0,0,0,0,0
Mir6344,0,0,0,0,0,0
Irs1,0,0,0,0,0,0
Gm9747,0,0,0,0,0,0
Rhbdd1,54,39,36,36,34,43
Gm19552,1,1,1,0,0,0
Gm28940,0,0,0,0,0,0
ENSMUSG00002075724,0,0,0,0,0,0
Col4a4,0,0,0,0,0,0
Col4a3,0,0,0,0,0,0
C430014B12Rik,0,0,0,1,0,0
Mff,58,53,74,61,68,62
Gm28941,1,2,0,0,0,0
Tm4sf20,0,0,0,0,0,0
Gm47791,0,0,0,0,0,0
Gm19257,0,0,0,0,0,0
Gm36999,0,0,0,0,0,0
Gm28942,0,0,0,0,0,0
Gm17764,0,0,0,0,0,0
ENSMUSG00002074851,0,0,0,0,0,0
Agfg1,99,90,91,110,97,88
A030005L19Rik,0,0,0,0,0,0
A030014E15Rik,0,0,0,0,0,0
Gm6217,0,0,0,0,0,0
A030003K21Rik,0,0,0,0,0,0
Gm7544,0,0,0,0,0,0
Gm47955,0,0,0,0,0,0
Gm47959,0,0,0,0,0,0
Gm7553,0,0,0,0,0,0
Slc19a3,0,0,0,0,0,0
Gm7539,0,0,0,0,0,0
Krtap28-10,0,0,0,0,0,0
Gm47969,0,0,0,0,0,0
A030005K14Rik,0,0,0,0,0,0
Krtap28-13,0,0,0,0,0,0
Gm29518,0,0,0,0,0,0
Ccl20,0,0,0,0,0,0
Gm29519,0,0,0,0,0,0
Daw1,0,0,0,0,0,0
Gm6244,0,0,0,0,0,0
Sphkap,0,0,0,0,0,0
Gm6374,0,0,0,0,0,0
Gm37517,0,0,0,0,0,0
Gm37989,0,0,0,0,0,0
4933436I20Rik,0,0,0,0,0,0
ENSMUSG00002076780,0,0,0,0,0,0
Gm24555,0,0,0,0,0,0
Pid1,1,0,0,1,0,1
Gm37058,0,0,0,0,0,0
Gm18304,0,0,0,0,0,0
Mir6353,0,0,0,0,0,0
Dner,0,1,0,0,0,0
Gm37959,0,0,0,0,0,0
Gm37925,0,0,0,0,0,0
Mir5126,0,0,0,0,0,0
Trip12,444,389,403,388,392,367
Gm38374,0,0,0,0,0,0
Gm37738,0,1,0,0,0,0
Fbxo36,1,0,1,0,0,1
Slc16a14,0,0,0,0,0,0
Gm15433,0,0,0,0,1,0
Gm29284,0,0,0,0,1,0
C130026I21Rik,4,1,4,3,5,6
Rpl19-ps1,1,4,4,3,2,2
ENSMUSG00002076475,0,0,0,0,0,0
Gm7582,0,0,0,0,0,0
Gm53056,0,0,0,0,0,0
Gm2389,0,0,0,0,0,0
Gm18342,0,0,0,0,0,0
A530032D15Rik,0,0,0,0,0,0
Gm10553,0,0,0,0,0,0
A530040E14Rik,0,0,0,0,0,0
Gm16038,0,0,0,0,0,0
Gm52951,0,0,0,0,0,0
Gm6264,0,0,0,0,0,0
Gm52950,0,0,0,0,0,0
Gm7609,0,0,0,0,0,0
Gm16028,0,0,0,0,0,0
Gm16026,1,0,1,1,0,0
Gm2619,0,0,0,0,0,0
Gm16025,0,0,0,0,0,0
Gm7281,0,0,0,0,1,1
Gm52955,0,0,0,0,0,0
Gm2427,0,0,0,0,0,0
Gm16092,0,0,0,0,0,0
Gm7592,0,0,0,1,0,0
ENSMUSG00000118632,0,0,0,0,0,0
G530012D18Rik,0,0,0,0,0,0
Sp110,85,91,77,103,83,99
Gm16094,0,0,0,0,0,0
Sp140,75,68,86,79,85,70
Gm10552,0,0,0,0,0,1
Gm17017,0,0,0,0,0,0
Sp100,184,208,223,177,197,223
A630001G21Rik,68,46,43,48,58,59
Mir8096,0,0,0,0,0,0
ENSMUSG00002076791,0,0,0,0,0,0
9930111H07Rik,0,0,0,0,0,0
Metazoa_SRP,0,0,0,0,0,0
Cab39,293,284,274,294,263,302
Itm2c,27,26,26,18,18,23
4933407L21Rik,0,0,0,0,0,0
Gm28884,0,0,0,0,0,0
Gpr55,0,0,0,0,0,1
Gm28100,0,0,0,0,0,0
Gm18180,0,0,0,0,0,0
Spata3,0,0,0,0,0,0
2810459M11Rik,0,0,0,0,0,0
Psmd1,256,259,255,260,242,287
Gm22786,0,0,0,0,0,0
Htr2b,0,0,0,0,0,0
Gm37914,0,0,0,0,0,0
Gm21972,0,0,0,0,0,0
Armc9,3,3,0,1,3,3
Gm16341,0,0,0,0,0,0
B3gnt7,0,0,0,0,0,0
Gm28626,0,0,0,0,0,0
Gm5258,0,0,0,0,0,0
Gm28627,0,0,0,0,0,0
Ncl,2154,2047,2292,1841,1915,1901
Snora75,0,0,0,0,0,0
Mir3535,0,0,0,0,0,0
SNORD20,0,0,0,0,0,0
Snord82,0,1,0,0,0,0
C130036L24Rik,2,4,5,2,3,1
Gm45908,0,0,0,0,0,0
Nmur1,0,0,0,0,0,0
Tex44,0,0,0,0,0,0
Rpl30-ps6,0,0,0,0,0,0
Ptma,1265,1128,1144,1177,1144,1079
Pde6d,54,63,58,56,45,63
Gm37152,0,0,0,0,0,0
Cops7b,12,15,24,15,11,13
ENSMUSG00002075077,0,0,0,0,0,0
Gm37022,0,0,0,0,0,0
Nppc,0,0,0,0,0,0
Dis3l2,9,16,15,13,20,16
Gm29097,0,0,0,0,0,0
Gm29055,0,0,0,0,0,1
Gm37485,0,0,0,0,0,0
Gm38142,0,0,0,0,0,0
Gm38010,0,0,1,0,0,0
Gm37541,0,0,0,0,0,0
Gm38021,1,1,0,0,0,0
Gm6136,5,4,7,7,2,3
Gm37967,0,0,0,0,0,0
Gm28375,0,0,0,0,0,0
Gm37017,0,0,0,0,0,0
Gm37447,0,1,0,0,0,0
Akp-ps1,0,0,0,0,0,0
Gm29371,0,0,0,0,0,0
Alppl2,0,0,0,0,0,0
Alpi,0,0,0,0,0,0
Gm29372,0,0,0,0,0,0
Akp3,0,0,0,0,0,0
Gm29374,0,0,0,0,0,0
Ecel1,0,0,0,0,0,0
Prss56,0,0,0,0,0,0
Chrnd,0,0,0,0,0,0
Chrng,0,0,0,0,0,0
Eif4e2,71,64,63,54,53,65
Gm26187,0,0,0,0,0,0
Efhd1,2,0,0,1,0,1
Efhd1os,0,0,0,0,0,0
Gigyf2,92,97,112,104,112,123
Gm22549,0,0,0,0,0,0
Kcnj13,0,0,0,0,0,0
Snorc,0,0,0,0,0,0
Ngef,0,0,0,0,0,0
Neu2,0,0,0,0,0,0
Gm17181,0,0,0,0,0,0
Gm6153,0,0,0,0,0,0
Inpp5d,126,154,136,162,138,147
Atg16l1,23,31,27,23,33,38
Gm25395,0,1,0,0,0,0
Scarna6,0,0,2,0,0,0
Sag,0,0,1,1,1,0
Dgkd,160,175,161,173,166,172
Gm19582,0,0,0,0,0,0
4833421G17Rik,0,0,0,0,0,0
Gm38365,0,0,0,0,0,0
Usp40,13,14,11,19,10,14
ENSMUSG00002075025,0,0,0,0,0,0
Gm5832,0,0,0,0,0,0
Gm15375,0,0,0,0,0,0
Gm52970,0,0,0,0,0,0
